	Ga0540489_genes.fna.	Ga0541010_genes.fna.	Ga0541012_genes.fna.	Ga0541011_genes.fna.	Ga0541014_genes.fna.	Ga0541013_genes.fna.	Ga0541015_genes.fna.	Ga0541016_genes.fna.	Ga0541017_genes.fna.	Ga0541018_genes.fna.	Ga0541019_genes.fna.	Ga0541020_genes.fna.	Ga0541021_genes.fna.	Ga0541022_genes.fna.	Ga0541023_genes.fna.	Ga0541024_genes.fna.	Ga0541025_genes.fna.	Ga0541026_genes.fna.	Ga0541027_genes.fna.	Ga0541028_genes.fna.
OTU21256	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0
OTU21257	0	0	0	0	0	4	1	0	1	0	0	0	2	0	0	0	0	0	1	0
OTU21258	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21259	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU21260	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21261	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU21262	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21263	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21264	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU21265	0	0	0	0	0	1	0	0	1	1	0	0	1	2	0	1	0	0	0	0
OTU21266	0	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0	2	0	0
OTU21267	0	0	0	0	0	1	0	1	1	0	1	0	0	0	2	1	0	0	0	0
OTU21268	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	0	0	1
OTU21269	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0
OTU21270	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21272	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	0	0
OTU21273	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21274	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU21275	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21276	0	0	0	0	0	2	0	1	1	0	0	0	0	0	1	0	0	0	1	0
OTU21277	0	0	0	0	0	1	1	0	2	0	0	1	0	1	0	0	0	1	0	1
OTU21278	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21279	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21280	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0
OTU21281	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21282	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0
OTU21283	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU21284	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21285	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21286	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21287	0	0	0	0	0	2	1	0	0	0	0	0	1	1	0	0	0	0	0	0
OTU21288	0	0	0	0	0	2	0	1	13	1	0	0	3	1	4	1	0	2	1	1
OTU21289	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21290	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1
OTU21291	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21292	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21293	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21294	0	0	0	0	0	1	0	0	1	0	0	1	4	2	0	0	0	0	0	1
OTU21295	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU21296	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21297	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU21298	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21299	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21300	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21301	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21302	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21303	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	1
OTU21304	0	0	0	0	0	1	0	1	1	0	1	1	2	0	2	0	0	0	0	0
OTU21305	0	0	0	0	0	1	0	0	2	0	0	0	1	0	0	1	0	0	0	0
OTU21306	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21307	0	0	0	0	0	1	0	0	1	0	0	1	0	1	2	0	0	0	1	0
OTU21308	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21309	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21310	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	1	0
OTU21311	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU21312	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21313	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21314	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU21315	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21316	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21317	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU21318	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU21319	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0
OTU21320	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21321	0	0	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0
OTU21322	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21323	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21324	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0
OTU21325	0	0	0	0	0	1	2	0	0	1	1	0	1	2	0	0	0	0	0	0
OTU21326	0	0	0	0	0	1	2	1	2	0	0	0	0	0	0	0	0	0	0	0
OTU21327	0	0	0	0	0	2	0	0	0	0	2	2	1	2	0	0	0	0	1	1
OTU21328	0	0	0	0	0	2	2	0	2	0	0	1	1	0	5	3	0	0	1	0
OTU21329	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21330	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0
OTU21331	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0
OTU21332	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21333	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21334	0	0	0	0	0	1	1	0	2	0	0	0	0	0	1	1	0	0	0	0
OTU21335	0	0	0	0	0	1	0	0	3	0	0	0	2	0	1	0	0	1	0	2
OTU21336	0	0	0	0	0	1	1	1	0	0	0	1	0	0	2	0	0	3	0	1
OTU21337	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21338	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU21339	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21340	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0
OTU21341	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21342	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21343	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21344	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU21345	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21346	0	0	0	0	0	1	3	1	1	0	0	1	0	1	1	1	0	0	0	0
OTU21347	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21348	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0
OTU21349	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0
OTU21350	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU21351	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0
OTU21352	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0
OTU21353	0	0	0	0	0	2	0	0	0	1	1	2	1	0	0	0	0	1	0	0
OTU21354	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	0	0	0	0
OTU21355	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21356	0	0	0	0	0	1	0	0	2	0	0	0	0	0	4	2	0	0	0	0
OTU21357	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
OTU21358	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21359	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0
OTU21360	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU21361	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0
OTU21362	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	0	0	0	0	0
OTU21363	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU21364	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21365	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0
OTU21366	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU21367	0	0	0	0	0	1	0	0	1	0	0	0	1	0	2	0	0	1	0	0
OTU21368	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21369	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU21370	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0
OTU21371	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21372	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21373	0	0	0	0	0	1	0	0	2	0	0	0	2	0	1	0	0	0	0	0
OTU21374	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21375	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21376	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21377	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0
OTU21378	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21379	0	0	0	0	0	1	0	0	2	0	0	2	1	0	0	0	0	0	0	1
OTU21380	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21381	0	0	0	0	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0
OTU21382	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21383	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21384	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21385	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0
OTU21386	0	0	0	0	0	2	2	0	7	0	0	0	1	1	1	1	0	0	1	0
OTU21387	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU21388	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21389	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU21390	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21391	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
OTU21392	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21393	0	0	0	0	0	3	0	1	0	0	0	0	1	0	1	1	0	0	0	0
OTU21394	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU21395	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21396	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21397	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU21398	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21399	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	2	1
OTU21400	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21401	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	0
OTU21402	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	1	0
OTU21403	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU21404	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21405	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21406	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21407	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU21408	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21409	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
OTU21410	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21411	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21412	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU21413	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21415	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21416	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21417	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21418	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21419	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21420	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21421	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0
OTU21422	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21423	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21424	0	0	0	0	0	2	1	0	0	1	0	1	0	1	0	0	0	0	0	0
OTU21425	0	0	0	0	0	1	1	1	0	0	0	1	3	0	2	0	0	0	0	0
OTU21426	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21427	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	1	0
OTU21428	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21429	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21430	0	0	0	0	0	1	2	0	0	0	0	1	2	1	0	1	0	1	1	1
OTU21431	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0
OTU21432	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21433	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21434	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21435	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21436	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU21437	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0
OTU21438	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21439	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21440	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21441	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21442	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	1	0	0	1	0
OTU21443	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0
OTU21444	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21445	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21446	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21447	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21448	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	1
OTU21449	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU21450	0	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21451	0	0	0	0	0	1	0	2	0	0	1	1	0	0	0	1	0	1	1	0
OTU21452	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU21453	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21454	0	0	0	0	0	1	1	0	0	0	0	1	2	0	2	0	1	0	0	0
OTU21455	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
OTU21456	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU21457	0	0	0	0	0	2	1	0	0	1	0	0	0	0	1	0	0	0	0	0
OTU21458	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0
OTU21459	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	0	0	1
OTU21460	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0
OTU21461	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21462	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU21463	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21464	0	0	0	0	0	1	1	0	3	0	0	0	2	0	2	1	0	0	0	0
OTU21465	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21466	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21467	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21468	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	0	1	0	0
OTU21469	0	0	0	0	0	1	1	0	1	0	0	0	4	0	1	0	1	0	0	0
OTU21470	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21471	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	2	0	0	0	1
OTU21472	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU21473	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0
OTU21474	0	0	0	0	0	1	1	0	1	0	1	0	1	1	1	1	0	0	0	0
OTU21475	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0
OTU21476	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0
OTU21477	0	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	0	0	0	0
OTU21478	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21479	0	0	0	0	0	2	0	0	1	0	0	1	2	0	1	2	0	0	0	1
OTU21480	0	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	0	0	0
OTU21481	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0
OTU21482	0	0	0	0	0	1	2	0	0	1	0	0	0	0	0	0	0	0	0	0
OTU21483	0	0	0	0	0	2	1	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU21484	0	0	0	0	0	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1
OTU21485	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0
OTU21486	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU21487	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21488	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0
OTU21489	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU21490	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21491	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21492	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0
OTU21493	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21494	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
OTU21495	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0
OTU21496	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21497	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21498	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21499	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	0	1	0	0
OTU21500	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	2	0	0	0	0
OTU21501	0	0	0	0	0	2	1	0	1	0	0	0	0	0	1	1	0	0	0	0
OTU21502	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21503	0	0	0	0	0	1	0	0	2	0	0	0	2	1	0	1	0	0	0	0
OTU21504	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	0	0	0
OTU21505	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0
OTU21506	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU21507	0	0	0	0	0	1	0	0	1	0	0	1	0	1	0	0	0	0	0	0
OTU21508	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21509	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21510	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21511	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	0	0	1
OTU21512	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	1	0	0
OTU21513	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21514	0	0	0	0	0	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0
OTU21515	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0
OTU21516	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21517	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21518	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0
OTU21519	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	0	0
OTU21520	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	1	0
OTU21521	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21522	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21523	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0
OTU21524	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21525	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	1	0	0
OTU21526	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21527	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
OTU21528	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU21529	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0
OTU21530	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21531	0	0	0	0	0	1	0	0	0	0	0	2	0	2	0	0	0	0	0	0
OTU21532	0	0	0	0	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0
OTU21533	0	0	0	0	0	2	0	0	1	0	0	1	1	0	0	2	0	0	0	0
OTU21534	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU21535	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21536	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
OTU21537	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU21538	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU21539	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21540	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU21541	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21542	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21543	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21544	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	0
OTU21545	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21546	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU21547	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21548	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0
OTU21549	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU21550	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0
OTU21551	0	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	0	0	0	0
OTU21552	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU21553	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0
